weight_config,w_err,w_tfp,w_rp_pen,algo_index,problem_statement,processing_status,processing_time,total_iterations,converged,v1_verdict,v2_verdict,overall_score,crs_final,err_final,rp_final,tfp_final,errors_fixed,errors_introduced,net_improvement,total_errors_v1,total_errors_final
werr0.80_wrp0.60,0.8,0.2,0.6,0,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,64.97,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.60,0.8,0.2,0.6,1,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,141.66,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.60,0.8,0.2,0.6,2,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,278.81,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.60,0.8,0.2,0.6,3,"The algorithm updates parameters via x_{k+1} = argmin_x { <grad(f)(x_k), x> + (1",COMPLETED,71.12,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.60,0.8,0.2,0.6,4,"The algorithm updates parameters via x_{k+1} = argmin_x { <grad(f)(x_k), x> + (1",COMPLETED,113.85,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.60,0.8,0.2,0.6,5,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,68.75,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.60,0.8,0.2,0.6,6,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,129.52,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.60,0.8,0.2,0.6,7,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,81.59,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.60,0.8,0.2,0.6,8,The algorithm maintains a table of past gradients phi_i. Update: x_{k+1} = x_k -,COMPLETED,137.85,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.60,0.8,0.2,0.6,9,The algorithm maintains a table of past gradients phi_i. Update: x_{k+1} = x_k -,COMPLETED,74.26,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
