weight_config,w_err,w_tfp,w_rp_pen,algo_index,problem_statement,processing_status,processing_time,total_iterations,converged,v1_verdict,v2_verdict,overall_score,crs_final,err_final,rp_final,tfp_final,errors_fixed,errors_introduced,net_improvement,total_errors_v1,total_errors_final
werr0.60_wrp0.80,0.6,0.4,0.8,0,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,73.39,1,True,PASS_MINOR,PASS_MINOR,4,0.88,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,1,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,74.69,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,2,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,87.24,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,3,"The algorithm updates parameters via x_{k+1} = argmin_x { <grad(f)(x_k), x> + (1",COMPLETED,69.62,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,4,"The algorithm updates parameters via x_{k+1} = argmin_x { <grad(f)(x_k), x> + (1",COMPLETED,274.44,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,2,0,2,4,0
werr0.60_wrp0.80,0.6,0.4,0.8,5,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,102.17,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,6,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,107.74,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,7,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,74.43,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,8,The algorithm maintains a table of past gradients phi_i. Update: x_{k+1} = x_k -,COMPLETED,57.3,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,9,The algorithm maintains a table of past gradients phi_i. Update: x_{k+1} = x_k -,COMPLETED,175.59,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,10,The algorithm maintains a recursive variance estimator v_t = (1-alpha)v_{t-1} + ,COMPLETED,208.16,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,1,0,1,1,0
werr0.60_wrp0.80,0.6,0.4,0.8,11,The algorithm maintains a recursive variance estimator v_t = (1-alpha)v_{t-1} + ,COMPLETED,97.38,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,12,The algorithm maintains exponential moving averages m_t and v_t. Update includes,COMPLETED,98.48,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,13,The algorithm maintains exponential moving averages m_t and v_t. Update includes,COMPLETED,137.23,1,True,PASS_MINOR,PASS_MINOR,4,0.88,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,14,The algorithm updates parameters using only the sign of the gradient: x_{k+1} = ,COMPLETED,248.48,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,2,0,2,4,0
werr0.60_wrp0.80,0.6,0.4,0.8,15,The algorithm updates parameters using only the sign of the gradient: x_{k+1} = ,COMPLETED,65.84,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,16,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,203.73,1,True,PASS,PASS,5,0.88,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,17,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,119.18,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,18,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,95.97,1,True,PASS_MINOR,PASS_MINOR,4,0.5333,0.0,0.0,1.0,0,2,-2,2,2
werr0.60_wrp0.80,0.6,0.4,0.8,19,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,83.2,1,False,FAIL,FAIL,2,0.4,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,20,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,51.82,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,21,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,121.73,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,22,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,66.76,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.60_wrp0.80,0.6,0.4,0.8,23,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,60.08,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
