weight_config,w_err,w_tfp,w_rp_pen,algo_index,problem_statement,processing_status,processing_time,total_iterations,converged,v1_verdict,v2_verdict,overall_score,crs_final,err_final,rp_final,tfp_final,errors_fixed,errors_introduced,net_improvement,total_errors_v1,total_errors_final
werr0.40_wrp0.60,0.4,0.6,0.6,0,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,264.58,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,1,0,1,1,0
werr0.40_wrp0.60,0.4,0.6,0.6,1,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,68.97,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,2,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,90.52,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,3,"The algorithm updates parameters via x_{k+1} = argmin_x { <grad(f)(x_k), x> + (1",COMPLETED,79.22,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,4,"The algorithm updates parameters via x_{k+1} = argmin_x { <grad(f)(x_k), x> + (1",COMPLETED,276.01,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,5,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,143.65,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,6,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,105.04,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,7,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,75.51,1,True,PASS_MINOR,PASS_MINOR,4,0.88,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,8,The algorithm maintains a table of past gradients phi_i. Update: x_{k+1} = x_k -,COMPLETED,62.46,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,9,The algorithm maintains a table of past gradients phi_i. Update: x_{k+1} = x_k -,COMPLETED,74.18,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,10,The algorithm maintains a recursive variance estimator v_t = (1-alpha)v_{t-1} + ,COMPLETED,60.79,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,11,The algorithm maintains a recursive variance estimator v_t = (1-alpha)v_{t-1} + ,COMPLETED,83.93,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,12,The algorithm maintains exponential moving averages m_t and v_t. Update includes,COMPLETED,133.43,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,13,The algorithm maintains exponential moving averages m_t and v_t. Update includes,COMPLETED,71.69,1,True,PASS_MINOR,PASS_MINOR,4,0.88,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,14,The algorithm updates parameters using only the sign of the gradient: x_{k+1} = ,COMPLETED,107.12,1,True,PASS_MINOR,PASS_MINOR,4,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,15,The algorithm updates parameters using only the sign of the gradient: x_{k+1} = ,COMPLETED,64.01,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,16,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,69.47,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,17,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,82.9,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,18,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,69.95,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.40_wrp0.60,0.4,0.6,0.6,19,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,70.69,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
