weight_config,w_err,w_tfp,w_rp_pen,algo_index,problem_statement,processing_status,processing_time,total_iterations,converged,v1_verdict,v2_verdict,overall_score,crs_final,err_final,rp_final,tfp_final,errors_fixed,errors_introduced,net_improvement,total_errors_v1,total_errors_final
werr0.80_wrp0.00,0.8,0.2,0.0,0,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,114.84,1,True,PASS_MINOR,PASS_MINOR,4,0.66,0.0,0.0,1.0,0,1,-1,1,1
werr0.80_wrp0.00,0.8,0.2,0.0,1,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,84.58,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,2,The algorithm maintains two sequences x_k and y_k. Update: y_k = x_k + beta_k(x_,COMPLETED,93.1,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,3,"The algorithm updates parameters via x_{k+1} = argmin_x { <grad(f)(x_k), x> + (1",COMPLETED,70.65,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,4,"The algorithm updates parameters via x_{k+1} = argmin_x { <grad(f)(x_k), x> + (1",COMPLETED,281.81,2,True,CONDITIONAL,PASS,5,1.0,1.0,0.0,1.0,1,0,1,1,0
werr0.80_wrp0.00,0.8,0.2,0.0,5,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,104.29,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,6,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,112.79,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,7,The algorithm uses a double-loop structure. Outer loop updates full gradient. In,COMPLETED,75.52,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,8,The algorithm maintains a table of past gradients phi_i. Update: x_{k+1} = x_k -,COMPLETED,96.78,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,9,The algorithm maintains a table of past gradients phi_i. Update: x_{k+1} = x_k -,COMPLETED,84.98,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,10,The algorithm maintains a recursive variance estimator v_t = (1-alpha)v_{t-1} + ,COMPLETED,230.71,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,1,0,1,1,0
werr0.80_wrp0.00,0.8,0.2,0.0,11,The algorithm maintains a recursive variance estimator v_t = (1-alpha)v_{t-1} + ,COMPLETED,71.02,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,12,The algorithm maintains exponential moving averages m_t and v_t. Update includes,COMPLETED,86.06,1,True,PASS_MINOR,PASS_MINOR,4,0.88,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,13,The algorithm maintains exponential moving averages m_t and v_t. Update includes,COMPLETED,70.39,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,14,The algorithm updates parameters using only the sign of the gradient: x_{k+1} = ,COMPLETED,296.57,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,15,The algorithm updates parameters using only the sign of the gradient: x_{k+1} = ,COMPLETED,77.79,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,16,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,117.73,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,17,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,83.51,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,18,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,92.33,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,19,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,160.55,1,True,PASS_MINOR,PASS_MINOR,4,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,20,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,80.87,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,21,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,68.12,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,22,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,68.33,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,23,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,71.32,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.80_wrp0.00,0.8,0.2,0.0,24,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Uses mom,COMPLETED,80.84,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
